driver,unit,direction_to_accretion,threshold_method,spearman_rho,erosion_onset_threshold,erosion_onset_low_95,erosion_onset_high_95,accretion_onset_threshold,accretion_onset_low_95,accretion_onset_high_95,erosion_count,erosion_q25,erosion_median,erosion_q75,stable_count,stable_q25,stable_median,stable_q75,accretion_count,accretion_q25,accretion_median,accretion_q75
VMDR_mean,degree,direct,ordered_logit+kde,0.22964051747663425,204.77135296335507,,,204.77135296335507,,,71,182.1410903930664,192.48541259765625,209.0154571533203,12,186.74574279785156,205.2008056640625,217.09807586669922,60,190.20730209350586,204.52981567382812,213.05996704101562
eastward_wind_mean,m/s,direct,ordered_logit+kde,0.1193713732204364,2.5050724220094587,,,2.5050724220094587,,,71,0.054999999701976776,1.590000033378601,4.509999990463257,12,1.1325000151991844,3.125,5.345000147819519,60,0.4924999997019768,3.2799999713897705,4.945000052452087
zos_mean,m,direct,ordered_logit+kde,0.10980329700446763,0.5190036924927357,,,0.5190036924927357,,,71,0.43290504813194275,0.4824976325035095,0.520645797252655,12,0.45648059993982315,0.4986724257469177,0.5626087188720703,60,0.43923764675855637,0.4930265247821808,0.547120600938797
VHM0_mean,m,direct,ordered_logit+kde,0.09082314749310183,1.6713170102576176,,,1.6713170102576176,,,71,1.1880847215652466,1.4342741966247559,2.0153226256370544,12,1.2290252149105072,1.5643749833106995,2.179924249649048,60,1.2422983348369598,1.5788864493370056,2.1538437008857727
vo_mean,m/s,direct,ordered_logit+kde,0.03642552411040157,-0.07440974000235263,,,-0.07440974000235263,,,71,-0.13794366270303726,-0.046388134360313416,0.025025177747011185,12,-0.1983703151345253,-0.07995849475264549,-0.021668141707777977,60,-0.13946958631277084,-0.06256294436752796,0.04547257907688618
VTPK_mean,s,direct,ordered_logit+kde,0.012471354350986329,10.67938289767793,,,14.299232953639134,,,71,12.761033535003662,13.292902946472168,13.716352939605713,12,11.973941326141357,12.604090213775635,13.211896657943726,60,12.78421401977539,13.327298641204834,13.792896032333374
uo_mean,m/s,inverse,ordered_logit+kde,-0.09160721846625872,-0.02280248406108948,,,-0.02280248406108948,,,71,-0.11810663342475891,0.012207403779029846,0.20966216176748276,12,-0.034028138034045696,0.04119998775422573,0.1994384527206421,60,-0.18372143059968948,0.032959990203380585,0.17212438583374023
northward_wind_mean,m/s,inverse,ordered_logit+kde,-0.2641477366845509,0.26214622119533293,,,0.26214622119533293,,,71,-0.04999999888241291,0.36000001430511475,0.8350000083446503,12,-1.002499982714653,-0.044999998062849045,0.22750000283122063,60,-0.35500000417232513,0.10500000044703484,0.33500000834465027
