feature,driver,spearman_rho,spearman_p,kruskal_h,kruskal_p,mutual_info,composite_score
eastward_wind_mean__anom_peak_neg,eastward_wind_mean,0.3670584895244009,0.24051697237940173,3.775641025641029,0.43722014649068774,0.0,1.0934168136289042
wind_speed_max__anom_peak_neg,wind_speed_max,0.27709317346449874,0.3832505873977312,4.891025641025635,0.29866280998344796,0.0,1.079005200066737
wind_speed_mean__anom_peak_neg,wind_speed_mean,0.27709317346449874,0.3832505873977312,4.891025641025635,0.29866280998344796,0.0,1.079005200066737
vo_mean__anom_abs_sum,vo_mean,0.13314866776865522,0.6799524111289208,4.7307692307692335,0.3160539474958838,0.30912698412698436,1.07566310065181
vo_mean__run_pos,vo_mean,-0.2155696132040061,0.5010222343492163,3.794444444444441,0.43453890496207415,0.2813492063492069,1.074459767152311
VSDX_mean__anom_abs_sum,VSDX_mean,-0.3526640389548166,0.26085771567312754,3.7948717948718027,0.4344781058461382,0.0,1.067360181473269
northward_wind_mean__anom_neg_months,northward_wind_mean,0.26967994498529685,0.39662141511947635,4.444444444444452,0.3491858526038857,0.06984126984127004,1.0661445200248831
VSDY_max__run_pos,VSDY_max,-0.044260408687286146,0.8913619015301246,2.488636363636375,0.6466717777058835,0.765692640692641,1.0435295503497561
northward_wind_max__anom_neg_months,northward_wind_max,0.26967994498529685,0.39662141511947635,4.444444444444452,0.3491858526038857,0.04686147186147216,1.043164722045085
vo_max__p50,vo_max,-0.08636670341750609,0.7895566704874586,7.0064102564102555,0.1355498602196512,0.0,1.0406343327638135
vo_mean__p50,vo_mean,-0.08636670341750609,0.7895566704874586,7.0064102564102555,0.1355498602196512,0.0,1.0406343327638135
uo_mean__p50,uo_mean,-0.2015223079741809,0.5299574931299753,5.519230769230774,0.2380442439182824,0.0,1.0263869315632332
VTPK_max__anom_peak_neg,VTPK_max,-0.2986848493188753,0.3456618489406913,4.217948717948715,0.3773125177861645,0.0,1.020668484966809
uo_mean__run_neg,uo_mean,0.33164555877539403,0.292291188300434,3.736111111111119,0.4428955736274599,0.0,1.0169897776551484
wind_speed_max__p10,wind_speed_max,-0.2519028849677261,0.42962597220398435,4.61538461538462,0.329084227790685,0.0,0.9864987018227339
