feature,driver,spearman_rho,spearman_p,kruskal_h,kruskal_p,mutual_info,composite_score
wind_speed_mean__p10,wind_speed_mean,-0.2519028849677261,0.42962597220398435,4.61538461538462,0.329084227790685,0.0,0.9864987018227339
wind_speed_max__slope,wind_speed_max,-0.32027652517325184,0.3101429541975229,1.9423076923076934,0.7463692961928233,0.18336940836940863,0.9509686934220916
zos_max__anom_neg_months,zos_max,-0.19175100478785012,0.5504946074624097,5.164122137404584,0.27086825602477954,0.0,0.9507438980110956
zos_mean__anom_neg_months,zos_mean,-0.19175100478785012,0.5504946074624097,5.164122137404584,0.27086825602477954,0.0,0.9507438980110956
vo_max__run_pos,vo_max,-0.2155696132040061,0.5010222343492163,3.794444444444441,0.43453890496207415,0.15548340548340578,0.94859396628651
northward_wind_max__anom_abs_sum,northward_wind_max,-0.17273340683501218,0.5913771465591904,5.36538461538462,0.2518181150727962,0.0,0.9443798448735281
northward_wind_mean__anom_abs_sum,northward_wind_mean,-0.17273340683501218,0.5913771465591904,5.36538461538462,0.2518181150727962,0.0,0.9443798448735281
VTPK_mean__p50,VTPK_mean,0.15474034362303174,0.6310923200146648,5.557692307692314,0.2347046318518222,0.0,0.9389590268410271
VHM0_max__anom_neg_months,VHM0_max,-0.3817564229071337,0.2207479892131293,2.3242821473158486,0.6763516775786138,0.0,0.9333402742543137
uo_max__anom_pos_months,uo_max,-0.34833659560600844,0.2671618581097276,2.8350694444444473,0.585794395954603,0.0,0.9289279785560913
uo_mean__anom_pos_months,uo_mean,-0.34833659560600844,0.2671618581097276,2.8350694444444473,0.585794395954603,0.0,0.9289279785560913
vo_max__late_minus_early,vo_max,0.32027652517325184,0.3101429541975229,3.1153846153846203,0.538705145279535,0.0,0.909201926747323
vo_mean__late_minus_early,vo_mean,0.32027652517325184,0.3101429541975229,3.1153846153846203,0.538705145279535,0.0,0.909201926747323
zos_max__late_minus_early,zos_max,0.10435976662948654,0.7468701679560918,4.814102564102562,0.3069089695406393,0.17943722943722995,0.9011471816429535
eastward_wind_mean__run_neg,eastward_wind_mean,-0.30071304401190174,0.34223637912136573,1.4718834688346816,0.8316100134658166,0.21583694083694138,0.8973433188035247
VSDY_max__anom_pos_months,VSDY_max,-0.1416556917024802,0.6605543446272417,4.289179104477617,0.36828205571781225,0.16984126984127013,0.8869720945655103
VSDY_max__p90,VSDY_max,-0.2930285385105441,0.35531132696209744,3.2795936395759706,0.5121719513764278,0.0,0.8766412859725362
VSDX_max__run_pos,VSDX_max,-0.08232446013077133,0.7992242553023035,5.986860304287682,0.20013170517194,0.0,0.8633330245742832
eastward_wind_max__run_neg,eastward_wind_max,-0.30071304401190174,0.34223637912136573,1.4718834688346816,0.8316100134658166,0.17362914862914902,0.8551355265957323
VSDY_mean__iqr,VSDY_mean,0.3166779125308557,0.3159165588642989,2.75,0.6004940400362729,0.0,0.854847123717074
vo_max__anom_neg_months,vo_max,-0.30954250001079997,0.32753826230686156,2.726751207729475,0.6045416773338479,0.0,0.8376587533647399
vo_mean__anom_neg_months,vo_mean,-0.30954250001079997,0.32753826230686156,2.726751207729475,0.6045416773338479,0.0,0.8376587533647399
VHM0_max__anom_abs_sum,VHM0_max,0.2950862366764792,0.35178458486812025,2.948717948717956,0.5664436849781147,0.0,0.8370157339435398
zos_mean__late_minus_early,zos_mean,0.10435976662948654,0.7468701679560918,4.814102564102562,0.3069089695406393,0.11075036075036082,0.8324603129560844
uo_max__anom_peak_neg,uo_max,-0.28788901139168704,0.3642014741833626,2.923076923076927,0.5707797239340113,0.0,0.8193094857050663
uo_mean__anom_peak_neg,uo_mean,-0.28788901139168704,0.3642014741833626,2.923076923076927,0.5707797239340113,0.0,0.8193094857050663
VSDY_max__anom_mean,VSDY_max,-0.15833895626542785,0.6230730498266057,4.134615384615387,0.3880940822742167,0.0826118326118328,0.8103527245485456
eastward_wind_max__anom_abs_sum,eastward_wind_max,-0.30588207460366745,0.3335892554207899,2.371794871794876,0.6677302757099471,0.0,0.7871630810821205
eastward_wind_mean__anom_abs_sum,eastward_wind_mean,-0.30588207460366745,0.3335892554207899,2.371794871794876,0.6677302757099471,0.0,0.7871630810821205
wind_speed_mean__slope,wind_speed_mean,-0.32027652517325184,0.3101429541975229,1.9423076923076934,0.7463692961928233,0.0,0.7675992850526829
VHM0_mean__p10,VHM0_mean,0.24110704704053787,0.450300879899572,3.173076923076927,0.5292904298344965,0.0,0.7585200525500564
uo_max__anom_peak_pos,uo_max,-0.25910011025251833,0.41610570500180943,2.8525641025641093,0.5827937168711492,0.0,0.752685359532108
uo_mean__anom_peak_pos,uo_mean,-0.25910011025251833,0.41610570500180943,2.8525641025641093,0.5827937168711492,0.0,0.752685359532108
VSDY_max__late_minus_early,VSDY_max,-0.043183351708753044,0.8939922611240125,5.769230769230774,0.2170578424709319,0.0,0.7497912215553694
VHM0_max__anom_peak_pos,VHM0_max,0.30588207460366745,0.3335892554207899,1.961538461538467,0.7428330467056593,0.0,0.7408729330799517
vo_max__iqr,vo_max,0.1403458930534474,0.6635288841014328,4.448717948717942,0.3486715869168402,0.0,0.7382752277402619
vo_mean__iqr,vo_mean,0.1403458930534474,0.6635288841014328,4.448717948717942,0.3486715869168402,0.0,0.7382752277402619
VSDY_mean__p50,VSDY_mean,-0.32027652517325184,0.3101429541975229,1.5064102564102555,0.8255053674426576,0.0,0.723833148951708
VTPK_mean__p10,VTPK_mean,0.1475431183382396,0.647240181322457,4.121794871794869,0.3897735758401089,0.0,0.704273843288878
VTPK_max__anom_neg_months,VTPK_max,-0.10670462852035223,0.7413524241389974,1.5259146341463414,0.822041314413131,0.3731601731601737,0.6716757852019597
zos_max__p10,zos_max,0.08636670341750609,0.7895566704874586,4.237179487179482,0.37485767843851125,0.05479797979798029,0.6536649754397749
zos_max__anom_peak_pos,zos_max,0.10076115398709044,0.7553593210723163,4.2307692307692335,0.3756745763653238,0.010389610389610393,0.6371001130193751
wind_speed_max__iqr,wind_speed_max,0.16193756890782393,0.615091187153781,3.4294871794871824,0.48868064385844157,0.0,0.6348500004071098
wind_speed_mean__iqr,wind_speed_mean,0.16193756890782393,0.615091187153781,3.4294871794871824,0.48868064385844157,0.0,0.6348500004071098
zos_mean__anom_peak_pos,zos_mean,0.10076115398709044,0.7553593210723163,4.2307692307692335,0.3756745763653238,0.0,0.6267105026297647
zos_mean__p10,zos_mean,0.08636670341750609,0.7895566704874586,4.237179487179482,0.37485767843851125,0.02449494949494979,0.6233619451367444
vo_max__anom_pos_months,vo_max,-0.1657381543352922,0.6067027470022592,3.2254993757802675,0.5208222319857941,0.0,0.6147867942795917
vo_mean__anom_pos_months,vo_mean,-0.1657381543352922,0.6067027470022592,3.2254993757802675,0.5208222319857941,0.0,0.6147867942795917
uo_mean__anom_abs_sum,uo_mean,-0.11875421719907088,0.7131792506879089,3.525641025641029,0.4739902960493724,0.04361471861471866,0.6053537025094838
VHM0_max__p10,VHM0_max,0.1979236953317848,0.5374827183010917,2.5833333333333286,0.6297783721154981,0.0,0.5966596486719418
VSDX_max__slope,VSDX_max,0.11875421719907088,0.7131792506879089,3.2179487179487225,0.5220368076837439,0.06926406926406958,0.5890713784170074
eastward_wind_max__iqr,eastward_wind_max,-0.2303112091133496,0.4714379647704342,1.9294871794871824,0.748726255968281,0.0,0.5862993552033229
eastward_wind_mean__iqr,eastward_wind_mean,-0.2303112091133496,0.4714379647704342,1.9294871794871824,0.748726255968281,0.0,0.5862993552033229
VSDY_mean__run_neg,VSDY_mean,0.22741409744598443,0.4771871366436503,0.8000000000000096,0.9384480644498937,0.09137806637806678,0.5737960183526362
VTPK_max__iqr,VTPK_max,-0.07197225284792176,0.8240983996170819,4.2564102564102555,0.3724152701943651,0.0,0.5729170255841184
uo_max__anom_abs_sum,uo_max,-0.11875421719907088,0.7131792506879089,3.525641025641029,0.4739902960493724,0.0,0.5617389838947652
VSDY_max__slope,VSDY_max,0.15114173098063566,0.6391482744329767,3.0,0.5578254003710748,0.0,0.5557851761433328
vo_max__anom_mean,vo_max,0.24110704704053787,0.450300879899572,1.2948717948717885,0.8622450053235369,0.0,0.5465834067462285
vo_mean__anom_mean,vo_mean,0.24110704704053787,0.450300879899572,1.2948717948717885,0.8622450053235369,0.0,0.5465834067462285
VTPK_max__anom_pos_months,VTPK_max,0.23703703703703702,0.4582159513318471,1.237500000000003,0.8718867358984681,0.0,0.5336140033258863
VSDY_max__anom_abs_sum,VSDY_max,0.1979236953317848,0.5374827183010917,2.0192307692307736,0.7322216342698751,0.0,0.5312048342337942
VSDY_max__p50,VSDY_max,0.03505558921929544,0.913871584644581,2.3422181372549016,0.6730935597164373,0.28751803751803795,0.5295537807892157
VTPK_max__late_minus_early,VTPK_max,-0.15474034362303174,0.6310923200146648,2.711538461538467,0.6071970450895443,0.0,0.5261510378368901
VSDX_mean__iqr,VSDX_mean,-0.0899653160599022,0.780972909463023,3.5576923076923066,0.4691604937694561,0.0,0.5086091974313185
VSDX_max__anom_peak_pos,VSDX_max,-0.12235282984146698,0.704827028738562,2.9038461538461533,0.5740433109421811,0.0,0.4857609990026854
VHM0_max__run_neg,VHM0_max,-0.17568209223157663,0.5849622309133266,1.833333333333332,0.7663785041609577,0.0,0.46692086957059925
VTPK_mean__run_pos,VTPK_mean,-0.030915926384011215,0.9240147125975842,1.330645161290322,0.8561550947052908,0.3336580086580092,0.4629374160551644
VTPK_max__run_neg,VTPK_max,0.0,1.0,4.27777777777778,0.3697160469574794,0.0,0.43213169913131555
VSDY_mean__late_minus_early,VSDY_mean,-0.13314866776865522,0.6799524111289208,2.198717948717956,0.6992639993816636,0.0,0.42165616575827103
wind_speed_max__late_minus_early,wind_speed_max,0.08471563103495376,0.7935022258855113,2.751608187134499,0.600214523999777,0.0,0.39112476178901245
wind_speed_mean__late_minus_early,wind_speed_mean,0.08471563103495376,0.7935022258855113,2.751608187134499,0.600214523999777,0.0,0.39112476178901245
VTPK_max__slope,VTPK_max,-0.17273340683501218,0.5913771465591904,0.75,0.9450227583375868,0.0,0.3700245462170028
VSDY_mean__slope,VSDY_mean,-0.1403458930534474,0.6635288841014328,1.3269230769230802,0.8567913607093571,0.0,0.34781670738526144
northward_wind_max__late_minus_early,northward_wind_max,0.06477502756312958,0.8414811337938278,2.698717948717956,0.6094389736856427,0.0,0.3446198311735964
northward_wind_mean__late_minus_early,northward_wind_mean,0.06477502756312958,0.8414811337938278,2.698717948717956,0.6094389736856427,0.0,0.3446198311735964
VTPK_mean__anom_mean,VTPK_mean,0.03958473906635696,0.9027876716965331,3.064102564102562,0.547155891041461,0.0,0.34105839864759546
northward_wind_mean__iqr,northward_wind_mean,-0.0287889011391687,0.9292305467215607,2.6923076923076934,0.6105613372257084,0.06511544011544035,0.3369639425305718
northward_wind_max__iqr,northward_wind_max,-0.0287889011391687,0.9292305467215607,2.6923076923076934,0.6105613372257084,0.05501443001443018,0.32686293242956166
VTPK_max__anom_abs_sum,VTPK_max,0.09356392870229827,0.772411532523315,1.6217948717948758,0.8048696882959223,0.025180375180375414,0.3065826605831893
VTPK_mean__anom_peak_pos,VTPK_mean,0.07197225284792176,0.8240983996170819,2.0833333333333286,0.7204349163118173,0.0,0.2863497526942199
VSDY_mean__anom_neg_months,VSDY_mean,0.1320989873168695,0.6823586031048596,0.4653846153846196,0.9767821187051465,0.0,0.27440027396137917
VHM0_max__anom_peak_neg,VHM0_max,-0.07209840939145003,0.8237943303528077,1.8976608187134587,0.754574694650229,0.0,0.26649458213421173
vo_max__anom_peak_pos,vo_max,-0.07916947813271392,0.8067879233999082,1.6923076923076934,0.792114463279585,0.0,0.2595510130859389
vo_mean__anom_peak_pos,vo_mean,-0.07916947813271392,0.8067879233999082,1.6923076923076934,0.792114463279585,0.0,0.2595510130859389
eastward_wind_max__slope,eastward_wind_max,0.06837364020552567,0.8327811724975663,1.8910256410256494,0.7557934025024148,0.0,0.2583441838711605
eastward_wind_mean__slope,eastward_wind_mean,0.06837364020552567,0.8327811724975663,1.8910256410256494,0.7557934025024148,0.0,0.2583441838711605
VTPK_mean__p90,VTPK_mean,0.043183351708753044,0.8939922611240125,2.237179487179482,0.6922285581538252,0.0,0.2461171911042796
VTPK_max__anom_mean,VTPK_max,0.10795837927188263,0.7384067613269683,0.7179487179487154,0.9490971719650659,0.0,0.23860607921633886
VSDY_mean__p10,VSDY_mean,-0.10435976662948654,0.7468701679560918,0.8333333333333286,0.933924226117296,0.0,0.2384078920542136
VTPK_max__run_pos,VTPK_max,0.11058479683018321,0.7322465416527619,0.5868902439024403,0.9645092789352151,0.0,0.2368631835867233
VSDX_mean__slope,VSDX_mean,0.07557086549031783,0.8154336922773704,1.5064102564102626,0.8255053674426563,0.0,0.23442182958584068
VTPK_max__p10,VTPK_max,0.08276809077511,0.7981619615003643,1.3461538461538467,0.8534976219337103,0.0,0.23433386615461904
VTPK_mean__anom_abs_sum,VTPK_mean,0.043183351708753044,0.8939922611240125,1.8717948717948758,0.7593242197714154,0.0,0.20593945085190424
VSDY_max__anom_peak_pos,VSDY_max,0.08486464721174855,0.7931459391320101,0.7455985915493007,0.9455889113186934,0.0,0.19402692371722347
uo_max__p90,uo_max,-0.07916947813271392,0.8067879233999082,0.9038461538461533,0.9240083789540078,0.0,0.1926630468229998
uo_mean__p90,uo_mean,-0.07916947813271392,0.8067879233999082,0.9038461538461533,0.9240083789540078,0.0,0.1926630468229998
VMDR_mean__iqr,VMDR_mean,-0.03238751378156479,0.9204077212508336,1.910256410256416,0.7522606276386385,0.0,0.18840669556756529
VTPK_max__p90,VTPK_max,-0.06117641492073349,0.8501974023807332,1.0961538461538467,0.8948819603934148,0.0,0.1705870764587331
vo_max__p10,vo_max,0.06837364020552567,0.8327811724975663,0.5833333333333357,0.9648976045676417,0.0,0.15226605217638317
vo_mean__p10,vo_mean,0.06837364020552567,0.8327811724975663,0.5833333333333357,0.9648976045676417,0.0,0.15226605217638317
VTPK_max__p50,VTPK_max,0.0287889011391687,0.9292305467215607,1.1538461538461533,0.8856375053762681,0.0,0.11032180231926705
VTPK_max__anom_peak_pos,VTPK_max,0.02519028849677261,0.9380606936431126,1.1217948717948758,0.8907989693223658,0.0,0.10060087112080579
VTPK_mean__anom_pos_months,VTPK_mean,0.033709993123162106,0.9171673795386242,0.6875000000000023,0.9528614326502538,0.0,0.08839023714043084
zos_max__iqr,zos_max,0.01439445056958435,0.9645859414134844,1.160256410256416,0.8845977837727425,0.0,0.0820430541635082
zos_mean__iqr,zos_mean,0.01439445056958435,0.9645859414134844,1.160256410256416,0.8845977837727425,0.0,0.0820430541635082
