monsoon_year,Change_Class,driver,min_value,q25,median_value,q75,max_value,n_months,dominant_range,full_range
2020,eroded_high,vo_mean,-0.2862636,-0.10757774487137794,-0.028992584,-0.001831110566854477,0.06103702,12,-0.108 to -0.002,-0.286 to 0.061
2020,eroded_high,zos_mean,0.4034547,0.4624317139387131,0.4829554,0.5080568939447403,0.5691702,12,0.462 to 0.508,0.403 to 0.569
2021,accreted_low,VHM0_mean,1.1689113,1.259683072566986,1.6163602,2.103105843067169,2.3587902,12,1.260 to 2.103,1.169 to 2.359
2021,accreted_low,VMDR_mean,179.01709,191.96966171264648,206.0445,211.6666259765625,224.67154,12,191.970 to 211.667,179.017 to 224.672
2021,accreted_low,VTPK_mean,12.232661,12.79447603225708,13.082792,13.83495807647705,14.876371,12,12.794 to 13.835,12.233 to 14.876
2021,accreted_low,eastward_wind_mean,-0.36,0.1600000113248825,2.42,4.622499942779541,5.08,12,0.160 to 4.622,-0.360 to 5.080
2021,accreted_low,northward_wind_mean,-0.64,-0.21250000596046448,0.09,0.3850000128149986,0.6,12,-0.213 to 0.385,-0.640 to 0.600
2021,accreted_low,uo_mean,-0.2929777,-0.18539994955062866,0.02990814,0.06256294436752796,0.2862636,12,-0.185 to 0.063,-0.293 to 0.286
2021,accreted_low,vo_mean,-0.220954,-0.11291848123073578,-0.061952576,0.05920590925961733,0.13794366,12,-0.113 to 0.059,-0.221 to 0.138
2021,accreted_low,zos_mean,0.40314952,0.4432050511240959,0.5117954,0.6010620594024658,0.63234353,12,0.443 to 0.601,0.403 to 0.632
2022,accreted_low,VHM0_mean,1.0434822,1.1869758069515228,1.6669711,2.1549165844917297,2.3765323,12,1.187 to 2.155,1.043 to 2.377
2022,accreted_low,VMDR_mean,181.36075,190.1797332763672,204.80264,214.31867218017578,231.54263,12,190.180 to 214.319,181.361 to 231.543
2022,accreted_low,VTPK_mean,9.715667,12.18870997428894,12.73799,13.402371883392334,13.861572,12,12.189 to 13.402,9.716 to 13.862
2022,accreted_low,eastward_wind_mean,0.15,1.1624999642372131,3.5,4.977500081062317,5.96,12,1.162 to 4.978,0.150 to 5.960
2022,accreted_low,northward_wind_mean,-1.33,-0.08999999612569809,0.114999995,0.18250000104308128,0.41,12,-0.090 to 0.183,-1.330 to 0.410
2022,accreted_low,uo_mean,-0.33448285,-0.012054811231791973,0.041505173,0.1666310653090477,0.22034363,12,-0.012 to 0.167,-0.334 to 0.220
2022,accreted_low,vo_mean,-0.18860438,-0.13214514404535294,-0.083010346,-0.04501480143517256,0.14404736,12,-0.132 to -0.045,-0.189 to 0.144
2022,accreted_low,zos_mean,0.41505173,0.4667043089866638,0.5236976,0.5676442533731461,0.72328866,12,0.467 to 0.568,0.415 to 0.723
2023,stable,VHM0_mean,1.0983871,1.2290252149105072,1.5643749,2.179924249649048,2.4740322,12,1.229 to 2.180,1.098 to 2.474
2023,stable,VMDR_mean,174.24936,186.74574279785156,205.2008,217.09807586669922,223.6806,12,186.746 to 217.098,174.249 to 223.681
2023,stable,VTPK_mean,11.361653,11.973941326141357,12.60409,13.211896657943726,14.196125,12,11.974 to 13.212,11.362 to 14.196
2023,stable,eastward_wind_mean,-0.5,1.132500022649765,3.125,5.345000147819519,5.74,12,1.133 to 5.345,-0.500 to 5.740
2023,stable,northward_wind_mean,-1.48,-1.002499982714653,-0.044999998,0.22750000283122063,0.92,12,-1.002 to 0.228,-1.480 to 0.920
2023,stable,uo_mean,-0.21851254,-0.034028138034045696,0.04119999,0.1994384527206421,0.32837915,12,-0.034 to 0.199,-0.219 to 0.328
2023,stable,vo_mean,-0.24414808,-0.1983703151345253,-0.0799585,-0.021668141707777977,0.06653035,12,-0.198 to -0.022,-0.244 to 0.067
2023,stable,zos_mean,0.37415692,0.45648059993982315,0.49867243,0.5626087188720703,0.61342204,12,0.456 to 0.563,0.374 to 0.613
2024,eroded_high,VHM0_mean,1.0958871,1.2167727947235107,1.4342742,1.9873527884483337,2.3221774,11,1.217 to 1.987,1.096 to 2.322
2024,eroded_high,VMDR_mean,169.77646,173.3821258544922,186.57698,198.36106872558594,227.5153,11,173.382 to 198.361,169.776 to 227.515
2024,eroded_high,VTPK_mean,11.440001,12.510283470153809,12.982138,13.132521152496338,14.032258,11,12.510 to 13.133,11.440 to 14.032
2024,eroded_high,eastward_wind_mean,-0.19,0.03500000014901161,0.92,4.444999933242798,5.45,11,0.035 to 4.445,-0.190 to 5.450
2024,eroded_high,northward_wind_mean,-0.08,0.255000002682209,0.36,0.800000011920929,1.88,11,0.255 to 0.800,-0.080 to 1.880
2024,eroded_high,uo_mean,-0.12390515,-0.08606219664216042,0.009765923,0.21088290214538574,0.2844325,11,-0.086 to 0.211,-0.124 to 0.284
2024,eroded_high,vo_mean,-0.20874661,-0.14404736459255219,-0.03357036,0.01831110566854477,0.093386635,11,-0.144 to 0.018,-0.209 to 0.093
2024,eroded_high,zos_mean,0.3704947,0.44038207828998566,0.4931791,0.5186620950698853,0.55330056,11,0.440 to 0.519,0.370 to 0.553
