id,SCE,SCE_highest_unc,SCE_trend,SCE_closest_year,SCE_farthest_year,NSM,NSM_highest_unc,NSM_trend,EPR,EPR_unc,EPR_trend
1,16.26,2,accreting,2021,2019,-16.26,2,eroding,-13.9,2.42,eroding
2,15.87,2,accreting,2021,2019,-15.87,2,eroding,-13.57,2.42,eroding
3,14.85,2,accreting,2021,2019,-14.85,2,eroding,-12.7,2.42,eroding
4,11.88,2,accreting,2021,2019,-11.88,2,eroding,-10.16,2.42,eroding
5,9.95,2,accreting,2021,2019,-9.95,2,eroding,-8.51,2.42,eroding
6,8.83,2,accreting,2021,2019,-8.83,2,eroding,-7.54,2.42,eroding
7,7.67,2,accreting,2021,2019,-7.67,2,eroding,-6.55,2.42,eroding
8,5.68,2,accreting,2021,2019,-5.68,2,eroding,-4.86,2.42,eroding
9,4.23,2,accreting,2021,2019,-4.23,2,eroding,-3.62,2.42,eroding
10,3.71,2,accreting,2021,2019,-3.71,2,eroding,-3.17,2.42,eroding
11,3.55,2,accreting,2021,2019,-3.55,2,eroding,-3.04,2.42,eroding
12,3.77,2,accreting,2021,2019,-3.77,2,eroding,-3.22,2.42,eroding
13,4.67,2,accreting,2021,2019,-4.67,2,eroding,-3.99,2.42,eroding
14,4.61,2,accreting,2021,2019,-4.61,2,eroding,-3.94,2.42,eroding
15,3.5,2,accreting,2021,2019,-3.5,2,eroding,-2.99,2.42,eroding
16,2.81,2,accreting,2021,2019,-2.81,2,eroding,-2.4,2.42,stable
17,2.48,2,accreting,2021,2019,-2.48,2,eroding,-2.12,2.42,stable
18,1.76,2,stable,2021,2019,-1.76,2,stable,-1.5,2.42,stable
19,1.19,2,stable,2021,2019,-1.19,2,stable,-1.02,2.42,stable
20,1.29,2,stable,2021,2019,-1.29,2,stable,-1.11,2.42,stable
21,1.63,2,stable,2021,2019,-1.63,2,stable,-1.39,2.42,stable
22,1.86,2,stable,2019,2021,1.86,2,stable,1.59,2.42,stable
23,2.03,2,accreting,2019,2021,2.03,2,accreting,1.74,2.42,stable
24,4.47,2,accreting,2019,2021,4.47,2,accreting,3.82,2.42,accreting
25,4.58,2,accreting,2019,2021,4.58,2,accreting,3.91,2.42,accreting
26,3.72,2,accreting,2019,2021,3.72,2,accreting,3.18,2.42,accreting
27,2.68,2,accreting,2019,2021,2.68,2,accreting,2.29,2.42,stable
28,1.57,2,stable,2019,2021,1.57,2,stable,1.35,2.42,stable
29,0.23,2,stable,2021,2019,-0.23,2,stable,-0.19,2.42,stable
30,1.61,2,stable,2021,2019,-1.61,2,stable,-1.38,2.42,stable
31,0.99,2,stable,2021,2019,-0.99,2,stable,-0.84,2.42,stable
32,0.55,2,stable,2021,2019,-0.55,2,stable,-0.47,2.42,stable
33,0.79,2,stable,2021,2019,-0.79,2,stable,-0.68,2.42,stable
34,1.28,2,stable,2021,2019,-1.28,2,stable,-1.09,2.42,stable
35,1.17,2,stable,2021,2019,-1.17,2,stable,-1,2.42,stable
36,1.1,2,stable,2021,2019,-1.1,2,stable,-0.94,2.42,stable
37,3.08,2,accreting,2021,2019,-3.08,2,eroding,-2.64,2.42,eroding
38,5.22,2,accreting,2021,2019,-5.22,2,eroding,-4.46,2.42,eroding
39,6.11,2,accreting,2021,2019,-6.11,2,eroding,-5.22,2.42,eroding
40,6.4,2,accreting,2021,2019,-6.4,2,eroding,-5.47,2.42,eroding
41,6.81,2,accreting,2021,2019,-6.81,2,eroding,-5.82,2.42,eroding
42,6.52,2,accreting,2021,2019,-6.52,2,eroding,-5.57,2.42,eroding
43,5.37,2,accreting,2021,2019,-5.37,2,eroding,-4.59,2.42,eroding
44,4.09,2,accreting,2021,2019,-4.09,2,eroding,-3.5,2.42,eroding
45,4.57,2,accreting,2021,2019,-4.57,2,eroding,-3.9,2.42,eroding
46,5.5,2,accreting,2021,2019,-5.5,2,eroding,-4.7,2.42,eroding
47,4.22,2,accreting,2021,2019,-4.22,2,eroding,-3.61,2.42,eroding
48,3.28,2,accreting,2021,2019,-3.28,2,eroding,-2.81,2.42,eroding
49,1.49,2,stable,2021,2019,-1.49,2,stable,-1.27,2.42,stable
50,2.88,2,accreting,2021,2019,-2.88,2,eroding,-2.46,2.42,eroding
51,2.88,2,accreting,2021,2019,-2.88,2,eroding,-2.46,2.42,eroding
52,2.56,2,accreting,2021,2019,-2.56,2,eroding,-2.19,2.42,stable
53,2.64,2,accreting,2021,2019,-2.64,2,eroding,-2.25,2.42,stable
54,2.54,2,accreting,2021,2019,-2.54,2,eroding,-2.17,2.42,stable
55,1.63,2,stable,2021,2019,-1.63,2,stable,-1.39,2.42,stable
56,2.7,2,accreting,2021,2019,-2.7,2,eroding,-2.3,2.42,stable
57,4.65,2,accreting,2021,2019,-4.65,2,eroding,-3.98,2.42,eroding
58,3.89,2,accreting,2021,2019,-3.89,2,eroding,-3.32,2.42,eroding
59,4.97,2,accreting,2021,2019,-4.97,2,eroding,-4.25,2.42,eroding
60,6.64,2,accreting,2021,2019,-6.64,2,eroding,-5.68,2.42,eroding
61,7.66,2,accreting,2021,2019,-7.66,2,eroding,-6.55,2.42,eroding
62,7.89,2,accreting,2021,2019,-7.89,2,eroding,-6.74,2.42,eroding
63,8.72,2,accreting,2021,2019,-8.72,2,eroding,-7.45,2.42,eroding
64,9.79,2,accreting,2021,2019,-9.79,2,eroding,-8.37,2.42,eroding
65,9.66,2,accreting,2021,2019,-9.66,2,eroding,-8.25,2.42,eroding
66,8.74,2,accreting,2021,2019,-8.74,2,eroding,-7.47,2.42,eroding
67,7.65,2,accreting,2021,2019,-7.65,2,eroding,-6.54,2.42,eroding
68,6.95,2,accreting,2021,2019,-6.95,2,eroding,-5.94,2.42,eroding
69,6.46,2,accreting,2021,2019,-6.46,2,eroding,-5.52,2.42,eroding
70,5.95,2,accreting,2021,2019,-5.95,2,eroding,-5.09,2.42,eroding
71,5.04,2,accreting,2021,2019,-5.04,2,eroding,-4.31,2.42,eroding
72,3.77,2,accreting,2021,2019,-3.77,2,eroding,-3.22,2.42,eroding
73,3.18,2,accreting,2021,2019,-3.18,2,eroding,-2.72,2.42,eroding
74,2.87,2,accreting,2021,2019,-2.87,2,eroding,-2.45,2.42,eroding
75,2.22,2,accreting,2021,2019,-2.22,2,eroding,-1.9,2.42,stable
76,1.49,2,stable,2021,2019,-1.49,2,stable,-1.27,2.42,stable
77,2,2,stable,2021,2019,-2,2,stable,-1.71,2.42,stable
78,2.58,2,accreting,2021,2019,-2.58,2,eroding,-2.21,2.42,stable
79,3.31,2,accreting,2021,2019,-3.31,2,eroding,-2.83,2.42,eroding
