id,SCE,SCE_highest_unc,SCE_trend,SCE_closest_year,SCE_farthest_year,NSM,NSM_highest_unc,NSM_trend,EPR,EPR_unc,EPR_trend
1,1.53,2,stable,2015,2014,-1.53,2,stable,-1.68,3.11,stable
2,0.35,2,stable,2015,2014,-0.35,2,stable,-0.38,3.11,stable
3,0.09,2,stable,2014,2015,0.09,2,stable,0.1,3.11,stable
4,7.18,2,accreting,2014,2015,7.18,2,accreting,7.89,3.11,accreting
5,6.42,2,accreting,2014,2015,6.42,2,accreting,7.05,3.11,accreting
6,5.66,2,accreting,2014,2015,5.66,2,accreting,6.22,3.11,accreting
7,5.65,2,accreting,2014,2015,5.65,2,accreting,6.21,3.11,accreting
8,5.74,2,accreting,2014,2015,5.74,2,accreting,6.31,3.11,accreting
9,5.97,2,accreting,2014,2015,5.97,2,accreting,6.57,3.11,accreting
10,6.38,2,accreting,2014,2015,6.38,2,accreting,7.01,3.11,accreting
11,6.8,2,accreting,2014,2015,6.8,2,accreting,7.47,3.11,accreting
12,6.8,2,accreting,2014,2015,6.8,2,accreting,7.48,3.11,accreting
13,8.57,2,accreting,2014,2015,8.57,2,accreting,9.42,3.11,accreting
14,10.22,2,accreting,2014,2015,10.22,2,accreting,11.23,3.11,accreting
15,9.39,2,accreting,2014,2015,9.39,2,accreting,10.31,3.11,accreting
16,8.48,2,accreting,2014,2015,8.48,2,accreting,9.32,3.11,accreting
17,7.66,2,accreting,2014,2015,7.66,2,accreting,8.41,3.11,accreting
18,6.68,2,accreting,2014,2015,6.68,2,accreting,7.34,3.11,accreting
19,6.11,2,accreting,2014,2015,6.11,2,accreting,6.71,3.11,accreting
20,5.34,2,accreting,2014,2015,5.34,2,accreting,5.87,3.11,accreting
21,5.11,2,accreting,2014,2015,5.11,2,accreting,5.61,3.11,accreting
22,3.87,2,accreting,2014,2015,3.87,2,accreting,4.26,3.11,accreting
23,1.76,2,stable,2014,2015,1.76,2,stable,1.94,3.11,stable
24,0.26,2,stable,2014,2015,0.26,2,stable,0.28,3.11,stable
25,2.67,2,accreting,2014,2015,2.67,2,accreting,2.94,3.11,stable
26,3.54,2,accreting,2014,2015,3.54,2,accreting,3.89,3.11,accreting
27,3.02,2,accreting,2014,2015,3.02,2,accreting,3.32,3.11,accreting
28,2.55,2,accreting,2014,2015,2.55,2,accreting,2.81,3.11,stable
29,2.06,2,accreting,2014,2015,2.06,2,accreting,2.26,3.11,stable
30,1.87,2,stable,2014,2015,1.87,2,stable,2.05,3.11,stable
31,1.98,2,stable,2014,2015,1.98,2,stable,2.17,3.11,stable
32,2.36,2,accreting,2014,2015,2.36,2,accreting,2.59,3.11,stable
33,2.04,2,accreting,2014,2015,2.04,2,accreting,2.24,3.11,stable
34,1.26,2,stable,2014,2015,1.26,2,stable,1.39,3.11,stable
35,0.99,2,stable,2014,2015,0.99,2,stable,1.09,3.11,stable
36,1.53,2,stable,2014,2015,1.53,2,stable,1.68,3.11,stable
37,2.56,2,accreting,2014,2015,2.56,2,accreting,2.82,3.11,stable
38,1.27,2,stable,2014,2015,1.27,2,stable,1.39,3.11,stable
39,1.12,2,stable,2014,2015,1.12,2,stable,1.23,3.11,stable
40,0.66,2,stable,2015,2014,-0.66,2,stable,-0.72,3.11,stable
41,0.15,2,stable,2015,2014,-0.15,2,stable,-0.17,3.11,stable
42,0.36,2,stable,2014,2015,0.36,2,stable,0.39,3.11,stable
43,0.46,2,stable,2014,2015,0.46,2,stable,0.51,3.11,stable
44,0.75,2,stable,2014,2015,0.75,2,stable,0.83,3.11,stable
45,0.48,2,stable,2014,2015,0.48,2,stable,0.53,3.11,stable
46,0.2,2,stable,2014,2015,0.2,2,stable,0.22,3.11,stable
47,0.76,2,stable,2014,2015,0.76,2,stable,0.83,3.11,stable
48,1.61,2,stable,2014,2015,1.61,2,stable,1.76,3.11,stable
49,1.73,2,stable,2014,2015,1.73,2,stable,1.9,3.11,stable
50,1.43,2,stable,2014,2015,1.43,2,stable,1.57,3.11,stable
51,0.99,2,stable,2014,2015,0.99,2,stable,1.09,3.11,stable
52,0.06,2,stable,2014,2015,0.06,2,stable,0.06,3.11,stable
53,0.17,2,stable,2014,2015,0.17,2,stable,0.18,3.11,stable
54,0.36,2,stable,2014,2015,0.36,2,stable,0.4,3.11,stable
55,0.1,2,stable,2014,2015,0.1,2,stable,0.11,3.11,stable
56,0.44,2,stable,2015,2014,-0.44,2,stable,-0.48,3.11,stable
57,1.05,2,stable,2015,2014,-1.05,2,stable,-1.16,3.11,stable
58,0.28,2,stable,2014,2015,0.28,2,stable,0.31,3.11,stable
59,0.91,2,stable,2014,2015,0.91,2,stable,1,3.11,stable
60,1.7,2,stable,2014,2015,1.7,2,stable,1.87,3.11,stable
61,4.67,2,accreting,2014,2015,4.67,2,accreting,5.14,3.11,accreting
62,6.98,2,accreting,2014,2015,6.98,2,accreting,7.67,3.11,accreting
63,5.42,2,accreting,2014,2015,5.42,2,accreting,5.95,3.11,accreting
64,5.08,2,accreting,2014,2015,5.08,2,accreting,5.59,3.11,accreting
65,5.28,2,accreting,2014,2015,5.28,2,accreting,5.8,3.11,accreting
66,5.04,2,accreting,2014,2015,5.04,2,accreting,5.54,3.11,accreting
67,4.76,2,accreting,2014,2015,4.76,2,accreting,5.24,3.11,accreting
68,6,2,accreting,2014,2015,6,2,accreting,6.59,3.11,accreting
69,6.94,2,accreting,2014,2015,6.94,2,accreting,7.62,3.11,accreting
70,5.36,2,accreting,2014,2015,5.36,2,accreting,5.89,3.11,accreting
71,4.56,2,accreting,2014,2015,4.56,2,accreting,5.02,3.11,accreting
72,5.33,2,accreting,2014,2015,5.33,2,accreting,5.86,3.11,accreting
73,7.62,2,accreting,2014,2015,7.62,2,accreting,8.37,3.11,accreting
74,11.12,2,accreting,2014,2015,11.12,2,accreting,12.22,3.11,accreting
75,12.37,2,accreting,2014,2015,12.37,2,accreting,13.59,3.11,accreting
76,11.63,2,accreting,2014,2015,11.63,2,accreting,12.78,3.11,accreting
77,10.98,2,accreting,2014,2015,10.98,2,accreting,12.06,3.11,accreting
78,9.85,2,accreting,2014,2015,9.85,2,accreting,10.82,3.11,accreting
79,5.95,2,accreting,2014,2015,5.95,2,accreting,6.54,3.11,accreting
80,3.18,2,accreting,2014,2015,3.18,2,accreting,3.49,3.11,accreting
81,0.84,2,stable,2014,2015,0.84,2,stable,0.92,3.11,stable
82,1.51,2,stable,2015,2014,-1.51,2,stable,-1.66,3.11,stable
83,1.71,2,stable,2015,2014,-1.71,2,stable,-1.88,3.11,stable
84,2.8,2,accreting,2014,2015,2.8,2,accreting,3.08,3.11,stable
85,3.88,2,accreting,2014,2015,3.88,2,accreting,4.26,3.11,accreting
86,6.16,2,accreting,2014,2015,6.16,2,accreting,6.77,3.11,accreting
87,6.55,2,accreting,2014,2015,6.55,2,accreting,7.19,3.11,accreting
88,9.11,2,accreting,2014,2015,9.11,2,accreting,10.01,3.11,accreting
89,7.66,2,accreting,2014,2015,7.66,2,accreting,8.41,3.11,accreting
90,10.56,2,accreting,2014,2015,10.56,2,accreting,11.6,3.11,accreting
91,9.14,2,accreting,2014,2015,9.14,2,accreting,10.05,3.11,accreting
92,10.93,2,accreting,2014,2015,10.93,2,accreting,12.01,3.11,accreting
93,9.6,2,accreting,2014,2015,9.6,2,accreting,10.55,3.11,accreting
94,8.4,2,accreting,2014,2015,8.4,2,accreting,9.23,3.11,accreting
95,7.8,2,accreting,2014,2015,7.8,2,accreting,8.58,3.11,accreting
96,8.39,2,accreting,2014,2015,8.39,2,accreting,9.22,3.11,accreting
97,9.1,2,accreting,2014,2015,9.1,2,accreting,9.99,3.11,accreting
98,9.52,2,accreting,2014,2015,9.52,2,accreting,10.46,3.11,accreting
99,8.67,2,accreting,2014,2015,8.67,2,accreting,9.53,3.11,accreting
100,9.62,2,accreting,2014,2015,9.62,2,accreting,10.57,3.11,accreting
101,9.56,2,accreting,2014,2015,9.56,2,accreting,10.5,3.11,accreting
102,9.25,2,accreting,2014,2015,9.25,2,accreting,10.16,3.11,accreting
103,10.8,2,accreting,2014,2015,10.8,2,accreting,11.87,3.11,accreting
104,11.61,2,accreting,2014,2015,11.61,2,accreting,12.76,3.11,accreting
105,11.51,2,accreting,2014,2015,11.51,2,accreting,12.65,3.11,accreting
106,11.74,2,accreting,2014,2015,11.74,2,accreting,12.9,3.11,accreting
107,12.01,2,accreting,2014,2015,12.01,2,accreting,13.19,3.11,accreting
108,11.62,2,accreting,2014,2015,11.62,2,accreting,12.77,3.11,accreting
109,12.03,2,accreting,2014,2015,12.03,2,accreting,13.22,3.11,accreting
110,11.7,2,accreting,2014,2015,11.7,2,accreting,12.86,3.11,accreting
111,10.98,2,accreting,2014,2015,10.98,2,accreting,12.07,3.11,accreting
112,9.18,2,accreting,2014,2015,9.18,2,accreting,10.09,3.11,accreting
113,9.13,2,accreting,2014,2015,9.13,2,accreting,10.03,3.11,accreting
114,10.1,2,accreting,2014,2015,10.1,2,accreting,11.1,3.11,accreting
115,10.47,2,accreting,2014,2015,10.47,2,accreting,11.51,3.11,accreting
116,9.43,2,accreting,2014,2015,9.43,2,accreting,10.36,3.11,accreting
117,9.02,2,accreting,2014,2015,9.02,2,accreting,9.91,3.11,accreting
118,8.66,2,accreting,2014,2015,8.66,2,accreting,9.52,3.11,accreting
119,8.44,2,accreting,2014,2015,8.44,2,accreting,9.28,3.11,accreting
120,9.25,2,accreting,2014,2015,9.25,2,accreting,10.16,3.11,accreting
121,9.4,2,accreting,2014,2015,9.4,2,accreting,10.33,3.11,accreting
122,8.75,2,accreting,2014,2015,8.75,2,accreting,9.62,3.11,accreting
123,7.82,2,accreting,2014,2015,7.82,2,accreting,8.59,3.11,accreting
124,5.52,2,accreting,2014,2015,5.52,2,accreting,6.07,3.11,accreting
125,6.28,2,accreting,2014,2015,6.28,2,accreting,6.9,3.11,accreting
126,8.67,2,accreting,2014,2015,8.67,2,accreting,9.53,3.11,accreting
127,8.37,2,accreting,2014,2015,8.37,2,accreting,9.19,3.11,accreting
128,7.56,2,accreting,2014,2015,7.56,2,accreting,8.31,3.11,accreting
129,5.54,2,accreting,2014,2015,5.54,2,accreting,6.09,3.11,accreting
130,3.24,2,accreting,2014,2015,3.24,2,accreting,3.56,3.11,accreting
131,2.04,2,accreting,2014,2015,2.04,2,accreting,2.24,3.11,stable
132,1.84,2,stable,2014,2015,1.84,2,stable,2.02,3.11,stable
133,1.5,2,stable,2014,2015,1.5,2,stable,1.65,3.11,stable
134,1.27,2,stable,2014,2015,1.27,2,stable,1.39,3.11,stable
135,0.03,2,stable,2015,2014,-0.03,2,stable,-0.04,3.11,stable
136,1.49,2,stable,2015,2014,-1.49,2,stable,-1.63,3.11,stable
137,1.32,2,stable,2015,2014,-1.32,2,stable,-1.45,3.11,stable
138,3.84,2,accreting,2015,2014,-3.84,2,eroding,-4.22,3.11,eroding
139,3.06,2,accreting,2015,2014,-3.06,2,eroding,-3.37,3.11,eroding
140,4.92,2,accreting,2015,2014,-4.92,2,eroding,-5.41,3.11,eroding
141,6.48,2,accreting,2015,2014,-6.48,2,eroding,-7.12,3.11,eroding
142,7.02,2,accreting,2015,2014,-7.02,2,eroding,-7.72,3.11,eroding
143,8.15,2,accreting,2015,2014,-8.15,2,eroding,-8.96,3.11,eroding
144,8.34,2,accreting,2015,2014,-8.34,2,eroding,-9.17,3.11,eroding
145,6.83,2,accreting,2015,2014,-6.83,2,eroding,-7.5,3.11,eroding
146,4.35,2,accreting,2015,2014,-4.35,2,eroding,-4.78,3.11,eroding
147,2.68,2,accreting,2015,2014,-2.68,2,eroding,-2.95,3.11,stable
148,2.63,2,accreting,2015,2014,-2.63,2,eroding,-2.89,3.11,stable
149,2.88,2,accreting,2015,2014,-2.88,2,eroding,-3.17,3.11,eroding
150,3.18,2,accreting,2015,2014,-3.18,2,eroding,-3.5,3.11,eroding
151,3.28,2,accreting,2015,2014,-3.28,2,eroding,-3.61,3.11,eroding
152,2.9,2,accreting,2015,2014,-2.9,2,eroding,-3.19,3.11,eroding
153,2.53,2,accreting,2015,2014,-2.53,2,eroding,-2.78,3.11,stable
154,2.18,2,accreting,2015,2014,-2.18,2,eroding,-2.4,3.11,stable
155,2.02,2,accreting,2015,2014,-2.02,2,eroding,-2.22,3.11,stable
156,1.84,2,stable,2015,2014,-1.84,2,stable,-2.02,3.11,stable
157,0.64,2,stable,2015,2014,-0.64,2,stable,-0.71,3.11,stable
158,0.23,2,stable,2014,2015,0.23,2,stable,0.25,3.11,stable
