id,SCE,SCE_highest_unc,SCE_trend,SCE_closest_year,SCE_farthest_year,NSM,NSM_highest_unc,NSM_trend,EPR,EPR_unc,EPR_trend
1,0.56,2,stable,2019,2019,0.56,2,stable,1.14,5.77,stable
2,0.32,2,stable,2019,2019,-0.32,2,stable,-0.66,5.77,stable
3,0.49,2,stable,2019,2019,-0.49,2,stable,-0.99,5.77,stable
4,8.13,2,accreting,2019,2019,-8.13,2,eroding,-16.59,5.77,eroding
5,7.74,2,accreting,2019,2019,-7.74,2,eroding,-15.8,5.77,eroding
6,7.57,2,accreting,2019,2019,-7.57,2,eroding,-15.46,5.77,eroding
7,7.81,2,accreting,2019,2019,-7.81,2,eroding,-15.94,5.77,eroding
8,7.85,2,accreting,2019,2019,-7.85,2,eroding,-16.02,5.77,eroding
9,7.58,2,accreting,2019,2019,-7.58,2,eroding,-15.47,5.77,eroding
10,9.13,2,accreting,2019,2019,-9.13,2,eroding,-18.62,5.77,eroding
11,8.12,2,accreting,2019,2019,-8.12,2,eroding,-16.56,5.77,eroding
12,7.46,2,accreting,2019,2019,-7.46,2,eroding,-15.23,5.77,eroding
13,7.1,2,accreting,2019,2019,-7.1,2,eroding,-14.49,5.77,eroding
14,7.65,2,accreting,2019,2019,-7.65,2,eroding,-15.61,5.77,eroding
15,8.52,2,accreting,2019,2019,-8.52,2,eroding,-17.38,5.77,eroding
16,8.54,2,accreting,2019,2019,-8.54,2,eroding,-17.44,5.77,eroding
17,9.51,2,accreting,2019,2019,-9.51,2,eroding,-19.41,5.77,eroding
18,9.89,2,accreting,2019,2019,-9.89,2,eroding,-20.19,5.77,eroding
19,8.62,2,accreting,2019,2019,-8.62,2,eroding,-17.6,5.77,eroding
20,9.27,2,accreting,2019,2019,-9.27,2,eroding,-18.92,5.77,eroding
21,10.09,2,accreting,2019,2019,-10.09,2,eroding,-20.6,5.77,eroding
22,9.39,2,accreting,2019,2019,-9.39,2,eroding,-19.15,5.77,eroding
23,7.54,2,accreting,2019,2019,-7.54,2,eroding,-15.4,5.77,eroding
24,8.18,2,accreting,2019,2019,-8.18,2,eroding,-16.7,5.77,eroding
25,9.78,2,accreting,2019,2019,-9.78,2,eroding,-19.97,5.77,eroding
26,7.33,2,accreting,2019,2019,-7.33,2,eroding,-14.96,5.77,eroding
27,7.18,2,accreting,2019,2019,-7.18,2,eroding,-14.65,5.77,eroding
28,7.7,2,accreting,2019,2019,-7.7,2,eroding,-15.71,5.77,eroding
29,7.41,2,accreting,2019,2019,-7.41,2,eroding,-15.12,5.77,eroding
30,9.46,2,accreting,2019,2019,-9.46,2,eroding,-19.31,5.77,eroding
31,10.04,2,accreting,2019,2019,-10.04,2,eroding,-20.49,5.77,eroding
32,9.07,2,accreting,2019,2019,-9.07,2,eroding,-18.52,5.77,eroding
33,8.47,2,accreting,2019,2019,-8.47,2,eroding,-17.28,5.77,eroding
34,8.87,2,accreting,2019,2019,-8.87,2,eroding,-18.1,5.77,eroding
35,8.24,2,accreting,2019,2019,-8.24,2,eroding,-16.81,5.77,eroding
36,7.64,2,accreting,2019,2019,-7.64,2,eroding,-15.59,5.77,eroding
37,7.06,2,accreting,2019,2019,-7.06,2,eroding,-14.42,5.77,eroding
38,8.72,2,accreting,2019,2019,-8.72,2,eroding,-17.79,5.77,eroding
39,9.9,2,accreting,2019,2019,-9.9,2,eroding,-20.21,5.77,eroding
40,8.45,2,accreting,2019,2019,-8.45,2,eroding,-17.25,5.77,eroding
41,7.64,2,accreting,2019,2019,-7.64,2,eroding,-15.59,5.77,eroding
42,7.83,2,accreting,2019,2019,-7.83,2,eroding,-15.97,5.77,eroding
43,6.86,2,accreting,2019,2019,-6.86,2,eroding,-13.99,5.77,eroding
44,6.04,2,accreting,2019,2019,-6.04,2,eroding,-12.33,5.77,eroding
45,5.64,2,accreting,2019,2019,-5.64,2,eroding,-11.51,5.77,eroding
46,5.57,2,accreting,2019,2019,-5.57,2,eroding,-11.36,5.77,eroding
47,5.62,2,accreting,2019,2019,-5.62,2,eroding,-11.47,5.77,eroding
48,5.72,2,accreting,2019,2019,-5.72,2,eroding,-11.67,5.77,eroding
49,4.53,2,accreting,2019,2019,-4.53,2,eroding,-9.24,5.77,eroding
50,5.78,2,accreting,2019,2019,-5.78,2,eroding,-11.8,5.77,eroding
51,5.16,2,accreting,2019,2019,-5.16,2,eroding,-10.53,5.77,eroding
52,3.9,2,accreting,2019,2019,-3.9,2,eroding,-7.96,5.77,eroding
53,4.82,2,accreting,2019,2019,-4.82,2,eroding,-9.84,5.77,eroding
54,3.3,2,accreting,2019,2019,-3.3,2,eroding,-6.73,5.77,eroding
55,3.14,2,accreting,2019,2019,-3.14,2,eroding,-6.4,5.77,eroding
56,3.41,2,accreting,2019,2019,-3.41,2,eroding,-6.97,5.77,eroding
57,2.85,2,accreting,2019,2019,-2.85,2,eroding,-5.81,5.77,eroding
58,2.99,2,accreting,2019,2019,-2.99,2,eroding,-6.09,5.77,eroding
59,3.46,2,accreting,2019,2019,-3.46,2,eroding,-7.06,5.77,eroding
60,3.88,2,accreting,2019,2019,-3.88,2,eroding,-7.92,5.77,eroding
61,2.94,2,accreting,2019,2019,-2.94,2,eroding,-6,5.77,eroding
62,3.15,2,accreting,2019,2019,-3.15,2,eroding,-6.43,5.77,eroding
63,3.07,2,accreting,2019,2019,-3.07,2,eroding,-6.26,5.77,eroding
64,2.3,2,accreting,2019,2019,-2.3,2,eroding,-4.69,5.77,stable
65,2.92,2,accreting,2019,2019,-2.92,2,eroding,-5.97,5.77,eroding
66,3.35,2,accreting,2019,2019,-3.35,2,eroding,-6.83,5.77,eroding
67,3.02,2,accreting,2019,2019,-3.02,2,eroding,-6.16,5.77,eroding
68,3.54,2,accreting,2019,2019,-3.54,2,eroding,-7.22,5.77,eroding
69,4.09,2,accreting,2019,2019,-4.09,2,eroding,-8.35,5.77,eroding
70,3.15,2,accreting,2019,2019,-3.15,2,eroding,-6.42,5.77,eroding
71,1.83,2,stable,2019,2019,-1.83,2,stable,-3.74,5.77,stable
72,1.22,2,stable,2019,2019,-1.22,2,stable,-2.49,5.77,stable
73,0.46,2,stable,2019,2019,0.46,2,stable,0.94,5.77,stable
74,2.17,2,accreting,2019,2019,-2.17,2,eroding,-4.43,5.77,stable
75,2.33,2,accreting,2019,2019,-2.33,2,eroding,-4.75,5.77,stable
76,4.22,2,accreting,2019,2019,-4.22,2,eroding,-8.62,5.77,eroding
77,4.81,2,accreting,2019,2019,-4.81,2,eroding,-9.81,5.77,eroding
78,5.69,2,accreting,2019,2019,-5.69,2,eroding,-11.61,5.77,eroding
79,5.94,2,accreting,2019,2019,-5.94,2,eroding,-12.11,5.77,eroding
80,5.52,2,accreting,2019,2019,-5.52,2,eroding,-11.27,5.77,eroding
81,3.92,2,accreting,2019,2019,-3.92,2,eroding,-8,5.77,eroding
82,3.9,2,accreting,2019,2019,-3.9,2,eroding,-7.97,5.77,eroding
83,3.58,2,accreting,2019,2019,-3.58,2,eroding,-7.31,5.77,eroding
84,3.79,2,accreting,2019,2019,-3.79,2,eroding,-7.74,5.77,eroding
85,3.81,2,accreting,2019,2019,-3.81,2,eroding,-7.78,5.77,eroding
86,4.09,2,accreting,2019,2019,-4.09,2,eroding,-8.34,5.77,eroding
87,3.14,2,accreting,2019,2019,-3.14,2,eroding,-6.41,5.77,eroding
88,4.56,2,accreting,2019,2019,-4.56,2,eroding,-9.31,5.77,eroding
89,3.12,2,accreting,2019,2019,-3.12,2,eroding,-6.36,5.77,eroding
90,2.77,2,accreting,2019,2019,-2.77,2,eroding,-5.66,5.77,stable
91,3.3,2,accreting,2019,2019,-3.3,2,eroding,-6.74,5.77,eroding
92,3.97,2,accreting,2019,2019,-3.97,2,eroding,-8.1,5.77,eroding
93,3.76,2,accreting,2019,2019,-3.76,2,eroding,-7.67,5.77,eroding
94,3.57,2,accreting,2019,2019,-3.57,2,eroding,-7.29,5.77,eroding
95,4.65,2,accreting,2019,2019,-4.65,2,eroding,-9.48,5.77,eroding
96,5.05,2,accreting,2019,2019,-5.05,2,eroding,-10.31,5.77,eroding
97,3.58,2,accreting,2019,2019,-3.58,2,eroding,-7.31,5.77,eroding
98,5.79,2,accreting,2019,2019,-5.79,2,eroding,-11.82,5.77,eroding
99,5.18,2,accreting,2019,2019,-5.18,2,eroding,-10.58,5.77,eroding
100,5,2,accreting,2019,2019,-5,2,eroding,-10.2,5.77,eroding
101,4.2,2,accreting,2019,2019,-4.2,2,eroding,-8.57,5.77,eroding
102,3.49,2,accreting,2019,2019,-3.49,2,eroding,-7.13,5.77,eroding
103,4.71,2,accreting,2019,2019,-4.71,2,eroding,-9.61,5.77,eroding
104,5.17,2,accreting,2019,2019,-5.17,2,eroding,-10.54,5.77,eroding
105,5.33,2,accreting,2019,2019,-5.33,2,eroding,-10.88,5.77,eroding
