id,SCE,SCE_highest_unc,SCE_trend,SCE_closest_year,SCE_farthest_year,NSM,NSM_highest_unc,NSM_trend,EPR,EPR_unc,EPR_trend
154,2.01,2,accreting,2022,2021,-2.01,2,eroding,-1.5,2.11,stable
155,1.44,2,stable,2022,2021,-1.44,2,stable,-1.08,2.11,stable
156,0.34,2,stable,2021,2022,0.34,2,stable,0.25,2.11,stable
157,0.89,2,stable,2021,2022,0.89,2,stable,0.66,2.11,stable
158,2.17,2,accreting,2021,2022,2.17,2,accreting,1.62,2.11,stable
159,2.49,2,accreting,2021,2022,2.49,2,accreting,1.86,2.11,stable
160,2.44,2,accreting,2021,2022,2.44,2,accreting,1.82,2.11,stable
161,2.81,2,accreting,2021,2022,2.81,2,accreting,2.1,2.11,stable
162,3.24,2,accreting,2021,2022,3.24,2,accreting,2.42,2.11,accreting
163,1.27,2,stable,2021,2022,1.27,2,stable,0.95,2.11,stable
