Date,Transect_0,Transect_1,Transect_2,Transect_3,Transect_4,Transect_5,Transect_6,Transect_7,Transect_8,Transect_9,Transect_10,Transect_11,Transect_12,Transect_13,Transect_14,Transect_15,Transect_16,Transect_17,Transect_18,Transect_19,Transect_20,Transect_21,Transect_22,Transect_23,Transect_24,Transect_25,Transect_26,Transect_27,Transect_28,Transect_29,Transect_30,Transect_31,Transect_32,Transect_33,Transect_34,Transect_35,Transect_36,Transect_37,Transect_38,Transect_39,Transect_40,Transect_41,Transect_42,Transect_43,Transect_44,Transect_45,Transect_46,Transect_47,Transect_48,Transect_49
2028-07-29 00:00:00,-0.0004949658212041868,-0.0004934882275868091,-0.00024856650523187444,-0.00010570526623788127,-3.784824214821451e-05,2.1744703625119145e-05,5.9106434869241406e-05,0.0001034459408996995,9.588469708041025e-05,0.00010227079689719946,0.00011324539759519053,0.0001379306874617717,0.00014274520076433094,0.0001580367481753879,0.00015188194233279963,0.00014976484271270069,0.00015189783801090165,0.0001532933572840032,0.00015413358737632253,0.000158943335733453,0.00015310304611058063,0.00015193648460184647,0.00014996413357932752,0.00012510158734695332,0.00011185592368249936,0.00011954013447418496,0.00011939759335469473,9.67995568468532e-05,8.632448701394382e-05,8.020655613030694e-05,5.8405203898148054e-05,6.376583614877218e-05,6.526419992487049e-05,5.867339251104903e-05,7.882954147648735e-05,5.594083247088574e-05,6.0556515643779975e-05,3.754327051837862e-05,2.559691452763872e-05,8.304210710741026e-06,-3.1587068192938973e-06,-1.4289250187435198e-05,9.823473368000406e-06,2.2734729539160283e-05,1.4031949985240876e-05,-1.5227283691540562e-05,-1.1950996856799403e-05,-4.8521444450819916e-05,-7.685636284775049e-05,-0.00016698369852106857
