id,SCE,SCE_highest_unc,SCE_trend,SCE_closest_year,SCE_farthest_year,NSM,NSM_highest_unc,NSM_trend,EPR,EPR_unc,EPR_trend
1,2.66,2,accreting,2021,2022,2.66,2,accreting,1.98,2.11,stable
2,3.14,2,accreting,2021,2022,3.14,2,accreting,2.34,2.11,accreting
3,2.9,2,accreting,2021,2022,2.9,2,accreting,2.16,2.11,accreting
4,5.53,2,accreting,2022,2021,-5.53,2,eroding,-4.13,2.11,eroding
5,19.11,2,accreting,2021,2022,19.11,2,accreting,14.26,2.11,accreting
6,19.91,2,accreting,2021,2022,19.91,2,accreting,14.86,2.11,accreting
7,17.99,2,accreting,2021,2022,17.99,2,accreting,13.43,2.11,accreting
8,15.79,2,accreting,2021,2022,15.79,2,accreting,11.79,2.11,accreting
9,13.62,2,accreting,2021,2022,13.62,2,accreting,10.17,2.11,accreting
10,14.18,2,accreting,2021,2022,14.18,2,accreting,10.59,2.11,accreting
11,15.28,2,accreting,2021,2022,15.28,2,accreting,11.4,2.11,accreting
12,14.18,2,accreting,2021,2022,14.18,2,accreting,10.58,2.11,accreting
13,12.82,2,accreting,2021,2022,12.82,2,accreting,9.56,2.11,accreting
14,11.09,2,accreting,2021,2022,11.09,2,accreting,8.27,2.11,accreting
15,10.5,2,accreting,2021,2022,10.5,2,accreting,7.84,2.11,accreting
16,10.33,2,accreting,2021,2022,10.33,2,accreting,7.71,2.11,accreting
17,9.39,2,accreting,2021,2022,9.39,2,accreting,7,2.11,accreting
18,8.28,2,accreting,2021,2022,8.28,2,accreting,6.18,2.11,accreting
19,6.73,2,accreting,2021,2022,6.73,2,accreting,5.03,2.11,accreting
20,5.68,2,accreting,2021,2022,5.68,2,accreting,4.24,2.11,accreting
21,6.27,2,accreting,2021,2022,6.27,2,accreting,4.68,2.11,accreting
22,6.65,2,accreting,2021,2022,6.65,2,accreting,4.96,2.11,accreting
23,6.52,2,accreting,2021,2022,6.52,2,accreting,4.86,2.11,accreting
24,7.08,2,accreting,2021,2022,7.08,2,accreting,5.28,2.11,accreting
25,5.64,2,accreting,2021,2022,5.64,2,accreting,4.21,2.11,accreting
26,4.25,2,accreting,2021,2022,4.25,2,accreting,3.17,2.11,accreting
27,2.7,2,accreting,2021,2022,2.7,2,accreting,2.01,2.11,stable
28,0.8,2,stable,2021,2022,0.8,2,stable,0.6,2.11,stable
29,1.07,2,stable,2022,2021,-1.07,2,stable,-0.8,2.11,stable
30,1.27,2,stable,2022,2021,-1.27,2,stable,-0.95,2.11,stable
31,2.03,2,accreting,2022,2021,-2.03,2,eroding,-1.52,2.11,stable
32,2.97,2,accreting,2022,2021,-2.97,2,eroding,-2.21,2.11,eroding
33,3.01,2,accreting,2022,2021,-3.01,2,eroding,-2.24,2.11,eroding
34,4.16,2,accreting,2022,2021,-4.16,2,eroding,-3.1,2.11,eroding
35,5.12,2,accreting,2022,2021,-5.12,2,eroding,-3.82,2.11,eroding
36,5.2,2,accreting,2022,2021,-5.2,2,eroding,-3.88,2.11,eroding
37,6.97,2,accreting,2022,2021,-6.97,2,eroding,-5.2,2.11,eroding
