Date,Transect_0,Transect_1,Transect_2,Transect_3,Transect_4,Transect_5,Transect_6,Transect_7,Transect_8,Transect_9,Transect_10,Transect_11,Transect_12,Transect_13,Transect_14,Transect_15,Transect_16,Transect_17,Transect_18,Transect_19,Transect_20,Transect_21,Transect_22,Transect_23,Transect_24,Transect_25,Transect_26,Transect_27,Transect_28,Transect_29,Transect_30,Transect_31,Transect_32,Transect_33,Transect_34,Transect_35,Transect_36,Transect_37,Transect_38,Transect_39,Transect_40,Transect_41,Transect_42,Transect_43,Transect_44,Transect_45,Transect_46,Transect_47,Transect_48,Transect_49
2031-07-29 00:00:00,-0.00047582794892810467,-0.000471996493974528,-0.00019973085320623436,-6.818068828868194e-05,9.140858965525522e-06,6.73966307429578e-05,8.464425511982117e-05,0.0001540645428265136,0.000142858185560329,0.00013039348694554635,0.0001568390918453649,0.00016320602221162953,0.0001568140992765014,0.0001701286136763645,0.00014704602052183894,0.00014284312947181752,0.0001474873089676317,0.00014563651442701145,0.00015403605839869205,0.00015721601848016066,0.00015193696656818698,0.0001437598780938476,0.0001377038412510143,0.00010968469673554079,9.7631355417125e-05,0.00010523738664123174,9.45295730323478e-05,6.543382828037915e-05,4.986975135583983e-05,3.2602987854382846e-05,2.1371760619529494e-05,3.308823048947748e-05,2.6119509300521212e-05,1.1790695723196437e-05,2.965412309923367e-05,8.162472266853705e-06,3.1489450831852884e-05,9.527172327925081e-06,-1.8242083265785427e-05,-4.098333902619235e-05,-4.1211158866475106e-05,-6.15994981826263e-05,-3.9803562197352845e-05,-2.8961900963154637e-05,-4.0730328393826724e-05,-7.32099824906909e-05,-7.464445342897128e-05,-0.00011195319862987007,-0.000134691458771017,-0.000250750648325854
