Date,Transect_0,Transect_1,Transect_2,Transect_3,Transect_4,Transect_5,Transect_6,Transect_7,Transect_8,Transect_9,Transect_10,Transect_11,Transect_12,Transect_13,Transect_14,Transect_15,Transect_16,Transect_17,Transect_18,Transect_19,Transect_20,Transect_21,Transect_22,Transect_23,Transect_24,Transect_25,Transect_26,Transect_27,Transect_28,Transect_29,Transect_30,Transect_31,Transect_32,Transect_33,Transect_34,Transect_35,Transect_36,Transect_37,Transect_38,Transect_39,Transect_40,Transect_41,Transect_42,Transect_43,Transect_44,Transect_45,Transect_46,Transect_47,Transect_48,Transect_49
2032-07-28 00:00:00,-0.0004744194274203058,-0.0004701891758615683,-0.00019520456761070012,-6.482813388105081e-05,1.2544318257287786e-05,7.110137718460803e-05,8.66600648883124e-05,0.00015926298047472837,0.00014685978430416496,0.00013316028489561597,0.00016094182272196142,0.000166575706394386,0.0001590764696750064,0.00017328079062830062,0.00014836702364530031,0.00014371517107020096,0.00014891695481699342,0.0001467811951505062,0.0001551484512822392,0.0001586124335797694,0.00015333110171905436,0.00014542342318232988,0.0001390810087566686,0.00011005861948779313,9.818862029713701e-05,0.0001065931683615532,9.54686720053207e-05,6.482180124529046e-05,4.8781408487581386e-05,3.1052325661629134e-05,2.0398764807898097e-05,3.3406423005515684e-05,2.5858917543136723e-05,1.1365660138802492e-05,3.0179478126082536e-05,8.227091240514206e-06,3.345514538432515e-05,1.0125729404809452e-05,-1.915186395490056e-05,-4.3207438131786014e-05,-4.2696092899800726e-05,-6.44265123961388e-05,-4.149999508462876e-05,-3.000300722243097e-05,-4.1860569087148115e-05,-7.523442661915968e-05,-7.59162334488272e-05,-0.00011402126184441706,-0.000135614341994221,-0.0002527182293440587
